,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
13748,22909,23234,23353,22840,23318,23349,21136,84879,23340,84987
13750,21523,48138,22692,82001S,22558,48129,48185,22366,84879,22690
13751,82482,82483,82494L,85099C,POST,22386,23203,22457,22411,85099F
13752,22791,84949,84947,22464,71459,22087,22487,47566,23310,21889
13753,21670,16161P,21673,22670,21671,22692,22470,21626,48184,23298
13754,22776,21974,84988,21213,22499,84992,23157,21080,22949,23340
13755,22835,23035,23494,22273,22507,20726,21733,22632,21934,20725
13756,22112,22835,22730,21497,22692,21481,23284,23184,22712,21479
13758,22196,22502,23206,22776,22487,22195,23312,48194,22197,22111
13759,23298,84992,23245,23161,23164,21212,22088,22417,21621,22910
13760,22813,22967,22300,22585,22859,22860,22907,22197,22960,22720
13761,23108,23300,22666,22149,21181,22113,23302,48111,23284,22114
13762,22332,22334,22341,22329,22356,22344,22345,22346,22348,22349
13763,22111,22865,22866,22835,22273,22112,22142,22114,22867,22144
13764,23301,22111,22189,22633,22619,21034,84879,23243,22505,22865
13767,22725,15036,22457,22633,48187,22191,22178,20685,22112,22776
13769,22625,22969,22111,82583,82484,85048,72741,23329,21169,22841
13771,22938,21210,22086,22561,84077,21181,48138,23245,22382,21733
13772,23198,22960,23192,22083,22629,22385,23571,21931,23299,21428
13774,23395,22086,22077,23397,22738,22841,23234,84987,23318,23340
13777,20972,20914,22467,22961,22499,15036,22457,22384,21870,23310
13778,22835,22114,23355,23301,21169,20972,21166,85150,47566,20728
13780,23569,23109,22077,84947,23084,23082,85048,85049E,22470,22629
13781,21174,85150,21908,21169,82582,21903,20749,21259,22412,22423
13782,21621,22170,22169,22795,22295,21533,22507,22158,82484,22084
13784,22697,23145,23144,23173,23175,23174,23162,22501,23170,84755
13786,22804,22620,84077,15036,21624,22560,21625,84978,22457,21623
13787,82494L,82482,23323,84947,22766,84949,22792,21499,22457,21811
13790,21231,22751,20971,22271,22149,20972,20969,22147,22569,22150
13791,22386,20725,22383,22382,20723,20726,85099C,22355,85099B,21929
13792,22699,23395,22698,23394,23399,22573,23397,23535,22574,46000S
13798,22386,22624,82600,22356,22381,22384,22558,22333,20726,71459
13799,22644,22693,37447,37450,22063,22189,21936,22057,22514,21621
13800,22605,22698,23194,21891,21889,84380,22087,21314,21716,22915
13801,22427,23321,23395,22488,22467,23396,22694,21385,23323,23329
13802,22692,20727,48185,20685,23206,48138,21041,22061,20728,37446
13803,22084,22926,22149,22746,22189,22750,22147,21621,22499,22938
13804,22623,84987,21770,23078,22938,22632,22502,22620,21892,84991
13805,84536A,47566,20974,22421,47566B,23076,20975,10133,51014A,22208
13806,47566,22617,21733,22179,85066,22779,23298,84879,84836,22467
13807,84946,22844,23322,22784,84947,22178,22464,84755,23321,82484
13808,22113,21671,21670,84945,21673,23344,22170,85034C,23129,23397
13809,82482,22296,37446,22220,22766,22692,37450,22784,22890,20828
13810,21156,21671,20750,21670,22556,84378,22555,23480,22619,23313
13811,22960,22326,22804,71477,22847,22354,22723,21922,23064,84879
13812,22624,22139,22078,22079,22736,22617,22333,20982,22941,22328
13813,22180,23494,23245,23511,23514,22072,21156,22781,21558,21039
13814,22637,23256,22730,21977,23254,21975,84991,21213,22630,23008
13815,22969,22906,84997A,23343,21245,23084,22961,23201,21976,23200
13816,23389,22634,22635,23390,23388,23256,21481,22554,22474,22962
13817,22557,22553,20750,23388,21981,20973,21578,20977,20749,23480
13819,22383,22382,22356,22384,23206,85099C,20712,21975,22386,20713
13821,22411,22730,20712,23203,22425,22624,21930,22625,22467,22847
13822,23144,84949,20973,22596,22158,23491,20727,23310,22694,22178
13823,48138,21166,21175,22366,82552,21955,48188,82551,22692,48111
13824,85123A,22384,20728,23108,22485,23084,22807,22505,22382,47590B
13826,22367,22617,22139,21108,84987,84992,37495,22215,22220,21213
13827,21232,37449,21231,82483,22796,23147,21755,22784,48187,22430
13828,22383,20725,20728,22355,20726,22352,22662,20723,21561,20719
13829,22351,22354,22350,22352,22356,22344,22349,22348,22346,22345
13831,35970,85053,22720,21912,22914,22621,22617,82583,21891,22796
13832,22646,22644,21232,21231,23302,23298,22138,22650,21868,47591D
13833,22469,22690,23298,48184,48194,20685,82494L,82482,84997D,22669
13835,20728,22796,20725,22379,20727,23427,23355,23206,23313,23470
13837,84755,84949,84947,21326,22798,23444,22800,84945,22460,22178
13838,22086,21745,21314,22197,23084,23321,23192,23177,22910,48187
13841,16015,15056N,22139,84945,15056BL,21683,17003,15036,21326,22481
13842,22759,23118,21259,84970L,21755,22910,23132,22086,22941,22418
13844,23343,84945,84946,23201,23084,22791,85099F,22621,23202,85099B
13845,23321,23323,85123A,23100,84836,22694,20963,23332,23109,22197
13846,22492,22585,21121,22437,23184,23480,23189,22555,22551,22622
13848,17003,21683,15056BL,15039,15056N,22776,84945,23232,84279P,15044D
13849,22082,22144,22139,22744,22595,22734,22961,21155,22557,23354
13850,22727,21166,20726,23318,23343,23349,23208,22191,22193,21181
13851,21889,22969,21915,84879,23284,22457,22632,22470,22569,21242
13853,22411,21928,23343,23344,22839,22952,22776,23202,85099C,22843
13854,22086,22910,82484,22697,21731,23173,22947,23322,22427,21314
13856,22355,22661,71459,23205,20718,20717,84755,84978,22158,23144
13858,22120,23541,84879,84347,22584,22585,23526,21745,22119,23535
13859,22457,85152,21733,82582,21908,21175,22492,21755,21166,22296
13860,23356,22720,23245,22114,22585,22111,23206,84946,84879,22297
13862,23300,84375,22423,21868,23206,22898,22982,21213,22964,23293
13863,20718,22291,22292,22251,22249,22293,22957,22241,84459B,22961
13865,22430,22699,23169,22426,85053,84380,22961,84375,82583,22969
13866,23243,22722,23236,21136,23198,22960,22457,22169,22326,23108
13867,22457,22508,22456,22138,23263,23353,84978,82494L,22766,22090
13868,21616,23203,21993,23497,23202,23552,21929,23343,23306,21620
13869,23103,22796,48184,23025,23283,21713,23177,21745,22854,23240
13870,22652,22961,22960,23240,22467,23112,22720,22730,22193,23198
13871,23168,23298,22699,48184,22637,84879,84978,20750,22697,85099F
13873,23245,23321,82484,22427,22171,22501,22855,22720,22766,22469
13874,82482,21733,22854,82494L,22188,22294,79321,21390,22297,22171
13875,20728,23298,21136,22381,22432,20726,22356,21231,23144,22249
13876,22623,23127,22747,23128,23542,47590A,22179,22940,22636,47590B
13877,21671,21670,21669,22087,21673,22606,84978,22607,22470,22622
13878,23111,22158,23314,23320,22112,22113,23424,22835,85048,23318
13880,22595,22492,23494,23169,20749,22866,23493,22910,21326,23322
13881,22139,22907,21174,22867,23300,15056N,85049E,47504K,22142,22379
13882,23103,22423,22604,23129,85034B,23328,21818,20685,23490,22835
13883,23299,23243,22965,84997D,22795,23306,84997B,22675,22424,22670
13884,22633,22457,23439,84029E,21166,22113,22082,22112,23133,85066
13885,82494L,21181,22077,22766,85150,22485,21755,22224,21108,22413
13886,22470,23404,23356,23358,23355,23323,23329,23397,23332,23407
13887,22169,22796,22170,22969,84970L,84978,84970S,85123A,82494L,47566B
13888,22469,22804,22295,22294,22784,82486,23226,22789,82484,22457
13889,22633,22113,23439,22632,23356,21481,84030E,22119,22834,84029G
13890,22271,22456,84347,22835,85152,22840,22150,23399,23396,23397
13892,22423,22697,22178,82494L,22778,23326,22698,84978,85053,22065
13893,48187,48194,20685,22505,21625,23284,21624,21626,21955,21411
13894,21693,22141,85066,84945,23109,72807C,21314,22784,22800,22798
13895,21889,35970,84978,22637,22296,84997D,21892,20981,20979,21891
13897,22739,22086,22733,22952,22950,23234,23318,22736,23157,23340
13898,22624,22625,23084,22617,POST,23078,20749,22626,20972,37449
13899,22550,21892,22112,22090,22114,22835,22623,21791,23177,22111
13900,22625,21623,21868,22295,22294,22624,22670,22429,84836,21756
13901,22621,22148,85014B,47566,22782,22969,23142,23130,22619,22632
13904,21210,23353,23354,23349,21731,21121,23232,21078,22851,16169E
13908,22652,22558,22423,22112,22699,22427,22698,22697,23170,23299
13911,22178,22470,22620,22294,22927,22904,84949,23298,22147,22477
13914,22585,21136,79321,22867,22812,22632,82001S,22467,22965,22075
13917,22866,22632,23265,23439,22579,23270,23275,22571,84879,22593
13918,22698,23171,23028,23172,23174,21914,21669,23175,22775,21668
13919,23232,16156S,21497,23230,22986,22960,22047,21495,23514,23545
13922,84879,22867,21411,22632,22865,22759,84347,21624,21481,22113
13923,21908,21166,21181,82600,21174,82582,82552,21165,85152,22670
13924,22722,23330,23333,23243,22424,23320,22418,22596,21164,22283
13925,22842,22993,22720,23306,23307,22960,84991,22114,85048,22938
13926,22086,23321,23323,84946,22366,22961,84836,21326,22960,22492
13927,21891,23201,22386,85099F,22302,22620,23203,22621,22970,21790
13928,82486,23111,23403,23397,23400,22762,22173,82494L,21733,23424
13929,21754,23321,22427,23322,84879,85066,22766,21756,82486,82483
13930,22417,21213,22556,22551,22966,84992,84375,21976,84991,22554
13931,21931,20713,23200,22355,22356,23204,22386,22669,20723,23298
13932,22698,22607,23342,22585,22813,23284,22622,23341,22139,22582
13933,23439,23243,84030E,48187,22633,22907,84991,21524,22113,20750
13934,POST,22606,22620,72741,22957,22556,23176,22969,22759,22619
13936,22621,22078,23301,84012,85049A,21993,85049D,23300,22076,10135
13937,22467,22674,22670,22672,22855,22492,22675,15036,22469,22960
13938,22197,23306,20719,22661,23167,23166,21210,20914,22356,22355
13939,21136,84077,22499,21790,22855,22084,84380,22091,84755,20992
13940,23263,22694,21626,84836,23245,21411,23323,23215,22668,22508
13941,22779,22466,22457,23109,22945,23085,85172,85038,22488,23084
13946,15044A,15044C,85123A,17003,15056BL,21733,15039,79321,15056N,22178
13947,23332,23323,22694,23333,23330,20914,85123A,23331,22696,21843
13948,22139,22423,22236,22865,22623,84819,22834,22215,22947,22633
13949,21933,21932,20728,84836,22328,21114,22847,23049,35953,23054
13950,21754,22469,22470,23080,21756,23322,23209,22178,22139,85150
13951,84970S,22776,22938,22090,23298,20972,20971,85048,21340,22766
13952,22776,22595,72760B,22487,22759,48138,21527,22171,21231,47566B
13953,21621,84212,20828,23298,84692,22693,21094,22964,17003,40016
13954,20969,22141,22845,37449,20970,22142,22750,22666,22273,22580
13955,84978,84970S,22158,22220,22694,21843,47566,85062,22089,22088
13956,22469,85049A,21533,22502,23245,23323,22720,M,23332,22907
13958,22341,22329,22356,22344,22345,22346,22348,22349,22350,22351
13959,20718,22722,84406B,22627,22652,22723,20914,22721,21042,20754
13960,23332,23323,23329,22577,85123A,22465,84836,23331,23334,22696
13962,22470,22178,21136,22427,22585,85066,22763,82483,82484,72760B
13963,22617,21155,21531,21524,22083,22072,21844,21041,22637,20685
13967,21326,84947,20679,22792,15056P,84946,85014A,22798,84949,85014B
13969,22670,22065,22607,23541,85014B,22947,21479,21715,22428,23184
13971,23245,84755,20983,85099C,22960,84970S,22147,23206,20974,15036
13972,22212,22173,23146,22588,22595,23130,22303,21803,23129,22151
13973,22111,85099C,22386,22960,22467,23199,21929,84378,21928,23200
13974,22111,22577,23353,35970,22940,22750,23349,23265,22866,22112
13975,23306,22721,21733,23344,21912,21985,22662,22271,23208,23166
13976,22178,84949,21326,22791,82486,48187,22427,22624,23284,22297
13978,22969,35953,35471D,21136,75049L,22577,22578,21644,22130,21429
13979,23351,23344,23437,22952,23232,22663,23582,23298,22086,23354
13980,23396,23393,46000S,22578,23407,46000M,23131,23129,23404,22558
13982,22969,22595,22469,22457,23493,21212,21210,22489,22077,22470
13983,47566,22605,22734,22942,22966,22624,84029E,20749,22835,21314
13984,22464,22933,22465,21731,22835,21564,23356,22114,22086,23503
13985,23229,22086,23390,23240,21156,23389,22411,23298,23245,22356
13986,22807,21154,20978,85174,22991,22992,21533,72741,22759,20981
13988,23130,23129,82486,23307,22666,23407,22723,23229,22469,22186
13989,71459,22464,22457,20725,84949,84945,20718,21533,47566,85123A
13990,21756,23206,21933,22898,22659,20726,22382,20728,22384,22619
13991,20725,85099C,22646,23078,20724,23301,20750,22644,20728,21928
13992,20977,22507,22077,22356,20981,21935,20983,22617,22619,22355
13993,21756,85099B,22690,22692,22411,21533,48194,82484,21929,71053
13994,23404,23393,22562,21326,23275,22111,23397,22197,84836,22563
13995,23313,21731,22662,23480,21172,22466,22666,84879,22668,23108
13999,23240,20750,20685,23207,22189,20749,23206,23237,22087,22838
14000,15056BL,15056N,15034,16015,21683,15056P,40016,20679,21682,21326
14001,22960,22720,22627,23201,85099F,22089,21485,23203,22502,23202
14002,20996,22609,21108,85132C,37340,22093,85183B,22608,22499,85071B
14004,84992,20726,84991,20713,21479,21930,23342,84077,22385,84978
14005,22720,23296,22961,22725,23294,21211,22192,16161P,20750,22729
14006,22382,20727,22551,22554,22178,22960,22555,22993,22553,22430
14009,84879,22558,85099B,20972,84380,21928,23200,22570,85099F,21670
14012,21389,47566B,22241,22288,21385,22800,22285,22297,22284,22286
14013,21993,22411,22720,23285,22077,22386,23296,20914,22989,22963
14014,22186,22187,21810,21615,85032A,21014,35471D,22342,22338,21352
14015,23534,21791,23526,23188,22466,23541,22726,22617,22730,22727
14016,85123A,71459,23424,48194,22138,23298,22693,84978,23077,84879
14019,22624,22982,84978,21790,23311,22966,23126,22425,22142,23569
14020,23311,22910,22865,35970,23439,22952,23210,22945,22867,23306
14021,84879,23174,23170,21175,23171,21169,47566,23112,22619,21181
14022,21181,82600,85152,22457,21889,21888,22413,21500,21733,21907
14023,22619,21888,22605,21891,22493,23078,22617,21790,21791,22621
14024,21928,22411,85099C,22557,21931,22979,23202,22553,23201,22385
14027,84988,22195,23421,23306,22949,23189,84378,22950,23423,23486
14029,22607,22550,20828,15036,21791,21623,21888,23077,23076,23078
14030,22178,23196,22900,22079,23493,23570,20754,22989,21527,21034
14031,23188,47566,23356,22752,72741,22993,21523,82484,23320,22900
14032,22727,23238,23497,22725,22419,23177,22107,22616,23184,22646
14034,21115,22191,22178,22119,23103,21818,23130,22470,21809,22580
14035,21340,22297,23396,22699,82484,22469,22188,22427,85015,22457
14036,21908,48185,22366,82600,21174,22365,21903,21169,22508,21411
14037,22751,22147,20972,22138,22150,22113,84029E,22149,22835,20971
14038,23200,21930,22112,21156,20712,22835,23256,84997A,23254,23504
14039,20727,22382,23206,22384,23172,23170,20725,22662,23208,22697
14040,22114,22969,22112,22960,22150,22623,22622,22086,22147,22910
14041,21124,22966,21156,84380,84378,84997C,84992,22178,21484,21975
14044,22171,22776,22723,21257,82582,23270,21174,23266,21428,23405
14045,47567B,37446,22899,84991,21232,22061,47559B,23091,37448,23169
14046,22784,15036,23126,17003,17084R,22637,23127,21792,22960,21259
14047,84879,22899,20728,23209,22492,22382,22086,20726,23208,22456
14048,22470,21166,72807B,82583,85035C,22969,84836,22645,21175,22084
14049,22621,21936,23570,71459,22734,22505,20981,22960,23008,21509
14050,84378,22417,21059,47591D,23076,84992,21121,21124,22584,21122
14051,48184,84029E,22632,22111,22866,22835,20685,23283,23174,20679
14052,22692,48111,21523,22366,23112,23403,21524,21616,21257,22112
14053,21430,22423,21914,22296,21915,22625,23192,20984,22754,22219
14054,20727,22384,20725,23206,22662,23208,23583,21936,21933,23681
14055,22776,22427,22077,22470,22429,84078A,23298,22425,22855,22169
14056,21915,21484,22666,21485,22652,22111,21914,22622,22839,22636
14057,21716,22492,22621,79321,21912,22952,21715,22909,85099F,22386
14059,22557,22629,23126,22553,22631,22967,22326,22957,22141,22148
14060,22983,21494,22816,22037,22659,22616,22186,22961,22942,23395
14062,22139,22670,15036,22898,22998,23355,22728,23357,22412,21907
14064,84879,21385,84836,22189,23270,21390,21340,21621,22292,23322
14066,22988,22301,22300,85123A,21314,22900,22659,22304,84375,22449
14067,21790,15036,22467,23052,21791,22090,21977,23054,23049,23053
14068,23243,22961,22665,22667,22114,84030E,84029G,23355,71477,22627
14071,23541,21745,23531,23530,22720,22467,23080,21380,21755,23494
14073,22423,22594,22574,22573,35970,22178,71477,72807C,22585,22571
14075,22992,20750,23569,21509,21790,23480,21507,22037,22619,84077
14076,22776,22969,21136,23298,85123A,84978,84879,22784,22759,85066
14077,23050,23242,23049,22326,22501,23054,22631,23194,23193,23176
14078,15036,21914,21891,23192,22619,23084,23194,23328,22467,15044A
14079,21034,22971,21592,21498,23091,21591,23232,22605,22991,23238
14080,85053,22652,21918,22357,21745,22567,84950,23493,21786,20764
14081,22558,22138,84380,84988,85014A,22993,22113,22952,23439,22983
14082,22898,47591D,22467,22659,22634,22139,22635,23007,23008,23009
14083,23052,23108,20914,21733,22988,23049,23050,22501,21588,35970
14085,22361,22969,21908,84406B,21791,22620,22295,23240,21080,85049E
14087,22423,22147,22749,22141,22142,22273,22111,22144,22209,20974
14088,22969,22623,48185,22367,22891,23247,47591D,23132,22487,21623
14089,21544,22910,21207,22086,20975,22564,20979,22553,22992,48173C
14090,22791,84949,21326,84945,22178,20829,22792,84755,84879,22460
14092,23238,23355,23109,22961,23319,23236,84378,22592,22631,23247
14093,84029G,20982,84029E,20983,23357,23078,21481,20981,23503,22560
14096,20751,21623,23103,20754,22120,21179,23493,22278,22294,22636
14098,22971,22659,23238,23369,22142,22902,22749,22988,22144,20971
14099,21172,23310,22996,79321,21484,23301,15056P,15036,85123A,22620
14100,22666,48185,48129,22766,48111,21523,22111,48188,21524,22570
14101,22902,22553,85123A,22107,22996,22998,22469,22047,22970,21982
14102,23029,23031,23035,23026,23027,23025,22179,23418,22800,84879
14104,72802C,85035C,21136,23066,23009,23010,23245,22423,23080,72802B
14105,84378,22961,22727,22730,22720,22969,22629,84380,22726,21975
14107,22557,20754,15056N,21314,22666,23355,22084,22759,22998,22781
14108,35970,23188,23078,22727,23356,22086,23313,22493,84077,22467
14109,20977,22457,21175,82600,85150,22646,22645,21907,21169,21870
14110,23209,20719,21172,22993,20711,22385,22457,21930,20728,85152
14111,22865,22866,22633,22798,22835,22867,22800,84945,23358,22464
14112,22633,85099F,22957,22384,47566,20718,22382,84997C,22385,22558
14113,21231,22867,21485,22646,23439,22632,22704,23244,23493,84029E
14114,47590B,22635,22631,22449,22779,22320,84581,22990,21385,21623
14116,21914,22569,23108,21672,23127,22193,23342,22561,22726,22779
14117,84949,22792,84945,23090,22801,22798,22800,23109,22178,23215
14119,22351,22354,22350,22352,22356,22344,22349,22348,22346,22345
14121,23571,22607,22149,23203,22634,23382,22635,21695,23202,23311
14124,21642,22637,21980,21986,20974,21967,21983,21981,22208,21984
14125,22585,22114,84078A,21731,23356,22960,22487,23355,84946,22556
14126,22271,22750,20972,22619,22749,20971,84946,21563,20970,84029E
14127,21523,85099F,48138,48187,22423,23199,21411,21931,20711,23284
14128,22138,23321,85123A,22637,16156S,22352,22593,22456,21232,82484
14129,22967,20972,23076,23078,20971,22966,22934,22940,22991,85206A
14130,21217,21212,21531,21218,21539,85014A,21535,21216,20754,22348
14132,20971,22569,20972,21889,23188,23230,22568,22536,23437,22570
14133,23103,22970,22555,22457,22720,21485,22557,23145,22630,22937
14135,21497,84992,22470,84375,22585,22423,23356,84378,23231,21498
14138,23351,47591D,22138,23437,84029E,85049A,21977,21212,22633,23318
14139,22489,22910,21914,22561,22560,21790,21891,22548,23192,23376
14140,21915,21790,22898,22147,22273,22619,22971,21704,20973,22910
14141,85152,21175,22114,21908,21903,21484,23333,23329,22835,23356
14142,22865,21791,22561,22549,22866,21731,23355,20828,21985,22633
14143,23341,22727,22726,22728,22730,22729,21890,22561,22725,22560
14145,21787,51008,15044D,72760B,15044B,15044A,84279P,22632,15044C,15036
14146,22468,23231,21871,21479,22632,22966,23212,23213,23351,22964
14147,22084,21625,21623,22090,21622,22669,22558,21624,22611,21878
14148,22697,22699,22698,23245,21843,20750,21770,22178,23173,21136
14149,22639,21136,21340,22990,22449,23328,22748,22745,84580,22151
14150,23082,72760B,21484,23100,84946,22113,21136,22595,22468,23434
14152,15036,23439,23188,22549,20972,22558,23201,17003,22621,82483
14154,22149,22726,16161P,21136,22635,22744,47566,22605,22951,23229
14155,15044A,15044B,15044C,15036,15060B,51008,17003,40016,21787,16016
14156,22784,22938,22138,82484,22617,22273,22775,22734,23076,21484
14157,22111,22457,22470,23356,22666,21481,21175,22487,22030,21506
14158,23263,23351,23233,23352,21992,23092,23350,22296,22959,22969
14159,23234,22896,23236,23310,21563,20713,22628,22329,23284,51014A
14161,85048,85014B,22622,22619,22926,22469,22120,22295,20679,23322
14162,48138,85123A,22794,21523,47590B,48194,47590A,22766,22844,82494L
14163,23076,22138,21912,21714,47566,22798,22427,82484,22617,22620
14164,22596,23321,22694,23322,22464,84836,22734,21730,23323,22297
14165,15056BL,22766,22582,23082,82484,22625,22804,15056P,23094,84836
14167,22061,21232,22804,85035C,21733,85036C,85034B,85034C,72349B,72741
14171,22111,22969,82482,22766,22835,22720,22768,23133,20972,22470
14173,22865,22776,85048,23500,21833,23078,22866,22834,21466,21326
14174,23144,22296,82494L,22855,85123A,21314,22151,23103,84949,21385
14175,23109,23300,23543,84755,22960,22710,23302,22959,22178,22112
14176,84050,22768,21181,22969,22646,21166,22197,22809,82482,85150
14177,22776,22554,23083,23077,22555,22457,22456,22443,22926,22925
14178,21481,22867,17003,21889,22488,22549,22554,22580,23176,22969
14179,85123A,22469,22138,23330,23343,21259,23320,23240,23321,22844
14180,22776,22617,21259,21257,22654,21411,22605,22467,22832,23094
14184,23394,22627,22626,23418,23535,22192,21673,21670,21669,23407
14185,84078A,22605,22771,84947,22839,22606,22838,22788,22826,23353
14188,23201,21936,85099C,20728,22382,22662,20727,23344,22383,21931
14189,23354,21314,23284,84970L,85049A,22693,22621,23076,21206,21621
14191,23200,23275,22752,23343,85015,22382,21672,22423,20728,23212
14193,20972,22940,23439,85049G,22150,22569,22867,20971,22568,22570
14194,22665,23084,22499,23660,23552,21790,84997A,23176,23570,23554
14195,71053,22626,82600,21181,23109,21175,21733,21169,21907,85152
14196,22296,22295,22294,22297,84836,23148,35961,22189,23068,84406B
14198,21314,84946,22178,23118,21485,84030E,22170,23298,21523,22083
14199,22697,23245,22698,22720,22989,23173,22776,22969,22722,23170
14201,85049A,23298,22355,20723,22739,85049E,22356,20725,20728,22078
14204,22633,22866,22835,22623,22867,22605,23355,22622,22114,22834
14205,22867,22633,23298,22632,22866,22112,22835,23503,84029G,23356
14206,23078,22561,22493,21915,23077,22492,21746,22525,21914,21749
14208,22960,21499,21500,21497,21035,22795,16161P,21620,82483,21977
14209,85053,22470,22694,82486,22960,82483,23322,22776,84792,22766
14210,21174,82581,20914,21169,21844,21876,15036,82552,21165,21260
14211,82494L,22865,84755,84947,23343,22867,22303,22178,20725,22730
14212,22355,22356,22383,20726,22384,22382,23209,21791,20719,20727
14213,22341,22329,22356,22344,22345,22346,22348,22349,22350,22351
14214,23084,22961,22722,22910,22621,23168,21670,23307,23078,22698
14215,21535,22743,22752,22744,85049C,21985,22865,22507,21430,22662
14216,23320,22464,22909,84949,22784,23349,35970,84947,21326,22296
14217,22847,23118,22969,21259,23099,22499,23397,85066,85123A,21533
14218,21932,85099B,21929,23203,21733,22804,22470,22469,23582,85099C
14219,22866,22633,22632,23439,23081,22601,22593,22594,22603,22187
14220,82580,22429,82581,22672,82578,22670,85150,22424,22674,84836
14221,22418,84755,23112,22796,22773,22772,46000S,22805,23393,16161P
14222,22147,21500,84946,20971,23203,84987,22969,22423,21888,47566
14223,21155,22139,23296,84988,48194,22692,23108,82583,84832,23293
14224,22890,22360,85123A,22956,22795,21892,23166,84978,22120,84945
14226,21136,84030E,72741,22585,23296,22082,84029E,23319,22957,21479
14227,21181,84978,85152,84755,22925,21164,71459,22197,82582,20972
14229,22671,22084,22083,22686,21136,21770,22673,22910,22426,82484
14231,23298,22178,21175,21907,85099C,85152,22457,21166,22699,23300
14232,21876,22652,23207,23321,15036,21166,22384,82582,22383,22961
14233,21755,22601,22144,21756,22602,21155,22579,22142,22149,21218
14234,23264,16169E,22577,23351,22603,23354,22600,22576,22579,22149
14235,22960,22670,22470,22855,22671,85066,21498,22114,22835,22457
14236,22501,20749,22417,84992,22951,22469,84987,21976,23309,21166
14237,22625,22083,22215,22236,21340,22776,21259,23085,22626,82484
14238,84945,21326,22767,22170,22791,84970S,71459,22169,22398,84949
14239,21479,22692,48188,22835,22112,21181,22854,22090,22865,21524
14240,22423,22574,22865,22632,23439,22111,22945,21481,22633,84347
14241,84991,22423,22417,21976,47566B,21213,84755,22951,23307,22938
14242,22457,22666,22470,48194,23243,22668,23298,22789,22960,22989
14243,22423,23245,21218,84949,22457,22470,21534,21733,22112,22855
14245,22668,22089,21928,84406B,22212,22236,21154,21669,48184,84509A
14246,85123A,22749,22147,22617,22784,22179,22274,22295,20983,21890
14247,22726,22699,22730,22178,22697,22502,82494L,22698,82482,85066
14248,22560,22569,23126,22623,23188,22493,22558,20971,23127,22149
14250,21790,23307,22966,23108,22150,22750,22467,23126,22549,22910
14251,22549,22733,21890,21912,22150,22952,22141,22489,22147,21892
14256,22846,22838,22969,22847,22849,21080,22328,21217,21239,22625
14257,22087,20972,47591D,84755,22968,23583,23204,21121,84992,21790
14258,22467,20727,22170,21755,22384,21523,22173,22383,17003,48173C
14259,85049E,22078,22080,85049C,85049A,85049D,22738,22075,85049F,22736
14261,22384,23541,20727,22382,21670,23554,22993,23397,22492,23207
14262,22899,23231,22423,23321,23127,22940,23322,22149,23351,22623
14264,21524,23284,48188,23283,23049,85123A,20685,23054,23322,23051
14265,85048,16156S,22844,21495,21498,23356,22852,23300,23232,23231
14267,23236,23299,23166,22722,22969,23293,22993,23167,21232,21231
14270,21259,84380,22138,22961,22693,22993,22333,22665,21843,22776
14271,84755,84947,22178,22784,84879,22767,21733,22766,22768,22804
14272,23344,23355,72741,85099C,85099F,22385,22610,22386,21992,21990
14273,21929,22411,85099F,22385,20711,23343,85014B,21936,23581,22663
14276,21928,85099F,22386,21929,22561,22722,23343,23208,22411,20727
14277,21533,23569,22411,22424,21172,21770,20685,84077,23256,22083
14280,22979,22429,22426,22567,22855,21212,22978,22501,22083,22457
14282,23208,23582,23200,20728,23207,22662,23343,20726,23681,22558
14284,22835,21479,22961,23427,23168,72741,22110,22910,22427,22794
14285,23311,23312,23313,23007,23436,23320,23340,22946,22952,23354
14286,23310,22716,22147,85178,21918,22621,22693,22940,22813,22969
14287,21790,23077,22367,23076,22617,47566B,22898,23310,22548,23169
14288,23174,23175,23245,22624,23164,23161,22910,23163,22424,22429
14289,48188,21523,22366,48111,48138,48185,22734,23284,23108,22508
14290,23356,22752,22113,15036,23535,84946,22766,21340,23526,23154
14291,22623,22991,21715,22816,22489,23290,22714,23313,22964,22487
14292,15056N,22666,22980,23307,23493,23297,23166,20725,23236,20728
14293,85123A,22383,21481,20728,22384,20726,23077,22113,23439,23230
14295,22633,22834,21481,84029E,23355,22110,84030E,23500,22111,23080
14297,21166,22728,23351,22730,23321,23313,21181,35970,23352,23355
14298,21833,23126,21391,21714,84884A,22418,23480,21695,23243,21810
14299,84946,23078,22077,22556,21181,21754,21977,21914,21175,22666
14300,22739,22738,22079,22737,35970,22735,22078,22080,84347,22077
14301,22649,22055,22059,37448,22646,22064,23078,22061,22644,22057
14304,22607,22561,48188,21524,21523,22605,48184,22489,48138,20749
14305,22621,22910,20972,23493,22734,23355,22652,22110,22114,22771
14306,23344,22030,23534,23543,23201,22026,23555,22027,23247,21506
14307,23311,22534,23111,23349,22966,22197,23189,22585,22423,79321
14309,22635,22973,20971,22621,22974,21914,22971,23173,21871,23175
14311,21755,22699,22698,21733,21136,82482,22236,21340,22796,21754
14312,23169,22767,84946,23330,23082,21326,23404,22768,23093,23323
14314,21746,22610,22693,20682,20992,21829,22580,22469,21158,20749
14315,22366,20727,21523,23078,22383,21931,20713,23344,22969,84997A
14317,23234,23340,22383,84347,23207,20728,22734,23313,23311,20725
