,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
13750,13484,15587,17374,17925,14795,14589,14970,16339,16582,13538
13751,15313,18174,16953,18017,17029,13228,16986,14622,14520,14566
13752,16338,13666,15171,13133,16034,15709,13496,17388,16389,15938
13753,12834,18173,12854,15093,14479,14264,17491,14229,16614,15073
13754,15327,15364,12363,14466,17446,14885,18185,18080,13027,14948
13755,17832,18181,16399,14555,18096,16503,13991,18156,14863,17254
13756,13767,13267,14051,18164,17081,13544,13448,18181,15350,16107
13758,13327,14760,13093,14367,16810,17088,13481,12935,16271,14239
13759,16696,13260,18282,14853,17991,14338,13244,13737,15909,14356
13760,16546,14761,12873,15975,13522,18093,15070,15485,18173,14719
13761,12883,15125,14250,13327,17649,15683,17037,16810,13481,15615
13762,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
13763,15333,14537,14037,14193,13177,15350,17534,18156,15758,14480
13764,17462,17514,15341,17095,14341,18118,16370,16875,16101,14409
13767,14051,13756,16404,13207,15502,15296,16107,17396,18092,13932
13769,13495,16141,13065,14462,14422,13110,14733,16800,15980,17434
13771,14352,13983,14961,18125,13899,13639,16848,14936,13931,12991
13772,14916,13931,15125,15300,15947,16451,13518,15067,15975,13075
13774,13748,15075,13897,16758,12885,14538,12738,13356,13639,16423
13777,17976,18094,14603,16725,13132,17600,15263,16153,13750,15415
13778,17800,13560,17786,15321,13763,13017,13115,16383,16174,17829
13780,15571,15753,14862,14710,17293,17221,17440,16386,17383,17181
13781,13434,15195,16907,17515,17604,13923,17507,15655,15722,13183
13782,16208,13956,16081,16907,14584,16243,13842,14656,14733,14462
13784,13260,17991,13244,13144,15206,15917,17831,15508,14338,15925
13786,15247,16610,16754,17616,14423,15624,14548,14987,18058,16247
13787,14618,16566,14312,16363,14117,13617,13967,17060,17219,13496
13790,15333,13177,14537,15348,12984,15318,15148,15135,16963,18261
13791,17031,18177,16748,14489,15032,14887,14438,15178,13283,12551
13792,16696,18146,17483,15944,17175,14538,17923,16323,17723,13951
13798,13802,16813,17786,15415,13239,15256,16779,14110,15213,13736
13799,12353,17582,14301,13249,17455,15224,13113,15212,12462,16529
13800,13899,15448,15445,16097,15353,14951,15004,18056,15917,16349
13801,17619,15661,17551,16856,15395,16175,17080,17122,15969,14584
13802,13798,13239,13637,17454,14110,16779,17455,13014,16813,13284
13803,12854,16494,16449,16117,13561,14350,16617,14476,14012,17881
13804,17180,16110,15129,13038,17582,13072,13012,13516,18139,16592
13805,16287,14586,17795,14382,16861,16122,16948,17596,17560,12794
13806,16319,12956,13147,15649,16107,13874,18074,12930,18009,16623
13807,16737,18048,14377,18074,15938,13929,17524,16856,16617,14501
13808,13894,16427,16136,15781,16418,16345,17403,15444,16190,15551
13809,14693,17408,14423,13929,13561,14311,17616,13161,14500,14247
13810,12489,12660,12618,15918,12654,12672,12465,12458,12468,12530
13811,17955,18191,17262,13663,14855,12816,18062,17709,16697,12814
13812,13817,12685,12619,12613,12667,16433,12588,12507,12397,12647
13813,12672,12642,12453,12651,12631,12534,17206,13812,13919,12604
13814,13930,12390,12397,12674,12678,12604,15503,12395,17708,12548
13815,12530,12380,17323,12375,15810,13178,12662,12517,12757,12360
13816,12491,12691,12616,12361,18249,12427,12492,12397,12372,12680
13817,12447,18040,13520,12531,13812,12526,12361,12405,12379,12691
13819,14680,12373,15417,16748,13791,15032,17031,12375,16929,18177
13821,13070,12990,16997,13228,12551,16986,16272,14566,13033,13068
13822,15361,14174,16412,16015,14530,12831,16830,17767,14666,18126
13823,14504,15565,13699,16614,17114,13183,13538,16456,14440,17320
13824,16513,16936,12557,14465,15577,13158,12993,13806,15970,17720
13826,12528,12604,12515,13284,14560,17102,17746,14466,15327,12407
13827,17114,14656,15262,16587,13593,13833,13568,14584,16775,14600
13828,18033,17118,15053,17791,13470,17353,14981,12592,14054,12425
13829,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
13831,15308,14504,16769,13161,14462,14584,12764,17742,14022,16907
13832,14434,14789,13898,14878,16048,17513,17534,16789,16041,18220
13833,14600,14264,13568,13827,13893,13261,15712,17114,14479,16055
13835,16899,16071,17148,13643,13216,12793,15213,13376,17701,14489
13837,18149,15447,13894,16457,15052,13094,13496,16839,16027,16424
13838,14179,17765,18144,15276,14823,17114,14778,15031,16222,12886
13841,13848,16308,16377,17414,14000,13052,12815,13967,12712,17361
13842,15826,13782,12940,14704,13627,17169,14216,14506,13066,15275
13844,15660,13449,14756,14427,15254,16848,14710,16386,14416,18040
13845,16856,18126,16506,17925,18169,18194,14327,16836,13301,13947
13846,12430,14413,15987,14129,15381,12752,12437,17010,16698,17519
13848,16308,13841,16377,14000,17414,13052,12815,15117,13946,18077
13849,16253,16106,16149,17878,14023,15472,15392,17663,17432,14703
13850,15947,13931,17037,13461,18283,12516,13375,15300,15417,14888
13851,18213,16834,16117,14022,16383,13507,15434,13763,14676,14852
13853,13260,17668,15304,17679,18192,14306,18282,12885,14780,15909
13854,17848,13956,14818,15944,16107,16696,17291,15507,14853,12930
13856,13686,16230,13791,14489,17707,18158,13283,15388,17148,14438
13858,15097,16808,17245,15226,14729,13784,13496,15426,13617,18109
13859,18170,16208,17133,13499,14905,18212,13929,16506,13168,14504
13860,14312,15472,13866,13527,14174,16794,17302,13291,17498,16201
13862,18262,15140,16592,13930,14948,14961,13284,15014,14006,13754
13863,14886,17504,17929,13034,14501,16063,15448,17569,14149,15992
13865,16419,15813,14338,12930,14021,15836,17991,14055,14383,16696
13866,16235,14428,14090,18113,16148,15668,14437,14552,15507,15258
13867,16950,16633,15071,16175,18074,16775,14633,15262,14905,17527
13868,13429,12950,12445,17229,12784,17159,13772,14013,16809,15125
13869,14692,13265,13037,14552,14930,13831,16239,13593,16266,14649
13870,14857,13043,15300,18257,18066,12885,13772,12429,16960,15764
13871,18242,17686,13319,17069,18257,15658,17469,16764,13558,12656
13873,14804,14500,14972,13627,13854,16357,13740,16235,13101,17035
13874,14344,15262,16623,18248,15775,16449,15186,16517,13806,14174
13875,14883,17031,16030,17454,18177,13791,17229,16450,12509,14888
13876,16461,14248,13390,18042,13388,14886,12602,13370,16372,16784
13877,14055,15739,16433,15623,17339,15783,18155,17259,16163,17361
13878,14285,13607,15516,12824,18278,14422,16633,16183,16775,14882
13880,14146,13370,13506,14719,15290,14193,14673,16284,15669,18142
13881,18241,16212,16108,13232,12951,17581,17059,14352,17675,16242
13882,14785,17564,15097,17498,15025,13697,16924,16362,15680,18104
13883,14235,13038,18185,17649,12506,15643,14873,16135,15236,14625
13884,15743,14693,16554,13049,14243,15952,17044,13065,17114,13929
13885,15497,13781,14440,14176,16116,16757,14867,17117,15263,14504
13886,15634,13697,15286,14312,13513,18259,15774,16404,18228,16856
13887,13133,15199,17723,17079,15623,17096,13058,13568,13666,13405
13888,16485,17790,14196,16208,15164,16412,14462,13140,14209,14908
13889,15350,13323,15758,16430,17163,14861,14371,13017,18259,17044
13890,14480,13763,13607,18228,16613,18259,16770,13560,13974,18278
13892,14951,16389,12930,13090,13752,13144,12667,17848,16756,14309
13893,14532,13508,13261,13538,13833,17217,13484,14795,17374,12823
13894,16427,16554,16976,16119,15447,16226,17120,15097,14642,18127
13895,16140,15743,16249,17733,16623,12949,15071,14299,13381,17088
13897,15075,16423,16848,15949,15473,16505,13774,13748,17480,14885
13898,12665,12795,12566,14789,12352,18220,13832,12814,17947,13003
13899,16583,17510,13370,15346,17984,16135,18136,13800,16097,14021
13900,14584,16266,12573,13769,15218,16232,15319,15520,14870,15700
13901,17601,16122,14840,16963,16955,13939,15757,16012,15709,16159
13904,15070,13211,13748,16560,14421,12925,15599,16079,17671,15975
13908,12703,13505,15826,16955,13933,14853,14338,12749,12512,12409
13911,17551,15281,15625,15334,13989,16227,12965,16553,12875,17472
13914,16563,15587,14305,16803,15691,12424,13132,12980,16582,17925
13917,12968,16574,12791,18084,14821,14295,15744,13889,13049,13171
13918,18136,14080,12347,14102,15909,13244,16754,15343,16389,12818
13919,17206,12544,14703,13460,12464,12398,13813,12497,13296,16236
13922,15569,13029,12967,16055,16202,17616,17946,18058,14548,14987
13923,15520,13781,17515,15195,13434,15722,13183,16828,13684,14504
13924,14867,13656,16450,14584,16352,16150,14552,16794,16800,14220
13925,13356,17415,13016,13075,15300,12506,12885,15762,13774,15075
13926,15070,13844,16856,16429,17739,16499,14851,16836,13807,12873
13927,16099,13689,15678,13228,12375,14477,14566,16986,13242,13068
13928,17742,15345,16587,15221,15081,15262,16877,18109,16775,14757
13929,14377,18170,16485,18074,13161,14501,17114,13962,12956,17742
13930,12604,17446,12507,13027,12548,16551,15280,12644,12738,16255
13931,13850,17669,15947,13772,14709,16809,15971,14916,12516,14887
13932,17396,13059,15554,16509,17591,12902,15110,17991,15658,13144
13933,16048,14578,14205,12702,12981,13504,15066,15180,16824,14712
13934,12660,13626,14494,14023,15134,12792,13034,16483,13166,13414
13936,17723,17050,14460,15171,17987,18019,15975,17011,13273,16581
13937,14866,16353,16094,15381,17663,12857,17309,16327,14443,15661
13938,17844,16112,15261,15947,12644,12642,12604,12394,12981,16053
13939,14414,14672,14881,13706,13618,14997,13140,14501,18263,14959
13940,13960,15597,17503,14479,14349,14908,13046,16055,12873,18104
13941,18273,14636,16319,15210,13194,14453,15361,14790,12532,12743
13946,17995,13494,14000,14865,13207,17414,16377,12864,14155,12908
13947,16856,17122,15412,16506,17942,13960,14908,12897,17684,13513
13948,12734,13473,17939,14643,16202,12736,15279,18050,13854,13955
13949,15241,17325,12985,13924,13736,12429,14339,13138,16700,15829
13950,15260,13188,15793,14727,16412,15115,14930,15990,12775,14499
13951,15447,14311,16621,12365,14600,13792,13784,14257,14642,18260
13952,15699,14245,13802,13239,12909,13491,14600,13725,14714,13474
13953,15389,17553,17256,17912,16965,16287,16805,15171,15199,17926
13954,13177,18045,17173,15135,16847,16014,14537,13790,15333,12984
13955,15447,15412,16621,13784,16756,16324,15327,15733,18169,15917
13956,16374,12940,13854,13782,15701,12833,17619,14012,12930,16325
13958,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
13959,13130,17189,18016,16297,15856,13183,15606,15435,17634,15808
13960,15597,13258,13940,16856,12938,16539,13947,16330,14908,17122
13962,17742,13929,12956,14377,13187,18109,14501,16208,14035,17720
13963,13239,15266,13948,15789,16339,14567,16858,14937,13952,18156
13967,14463,15101,12917,16566,14117,13551,18240,15442,17896,14145
13969,15756,13772,16833,16156,15382,14110,14004,17675,17068,18257
13971,15615,13722,17048,14257,13931,17649,13549,16186,16379,14817
13972,15744,13441,13980,16250,18084,14821,14515,16887,16380,15453
13973,16620,14566,13070,13228,16986,12990,14477,12587,16953,18174
13974,13763,13040,13177,13316,14305,16613,17425,13532,15135,15348
13975,17092,13931,16271,13850,14004,13048,17649,15300,13136,15947
13976,17391,17025,14397,16660,13267,18155,17980,13217,14216,16557
13978,16715,18034,13439,17172,14518,16603,12916,17367,16949,13083
13979,12822,15136,16108,14585,15117,14188,17190,12562,12516,14341
13980,15740,16177,17498,16345,16887,17297,15153,18228,15744,16198
13982,15239,13989,16873,13450,14022,15253,14673,15277,16282,13104
13983,14719,15707,16240,15290,16592,13771,12895,14285,15640,13666
13984,13194,12832,14126,17411,15793,16992,16037,14355,14625,14661
13985,12993,12689,13178,15810,14680,18177,16451,17153,16156,12826
13986,13130,13941,17385,16795,14790,18035,14045,16134,13813,14966
13988,17236,15453,16235,14357,13037,14217,17498,13171,13046,14515
13989,14905,17682,16230,16739,12949,15933,14212,16450,15334,15076
13990,17871,17578,17234,12609,16676,15746,17636,17862,17376,12393
13991,16930,17379,13791,16813,18158,13376,16929,13429,17031,12847
13992,16999,12526,12826,15440,13686,13461,12516,13283,17791,17153
13993,15218,16985,16214,14227,15565,13186,14239,15149,16523,16942
13994,13049,14290,14359,16107,14818,15164,13263,16556,14704,13767
13995,15632,13192,13297,13470,14054,17353,14934,16188,12976,13515
13999,17642,17001,15622,14632,15407,14235,14503,12921,18064,16099
14000,16377,17414,13848,16308,13841,13946,13207,16093,12864,14155
14001,16091,12945,14231,17115,17174,18149,15687,17462,13294,14438
14002,13678,13189,14414,14124,16482,14997,16041,15829,17585,13685
14004,17594,17728,13975,15622,14936,17675,15764,17001,13850,14844
14005,12852,13016,15707,12885,14466,15236,14560,12585,12548,18262
14006,13368,13470,17353,14054,17682,15027,17454,17455,15457,15625
14009,17649,16172,14495,15074,14875,14227,12935,14276,16080,12878
14012,16449,13058,12854,16448,13675,17079,17923,16323,15716,13803
14013,17702,17844,15043,13045,14080,13772,13583,15125,17229,17986
14014,17172,13429,15185,13685,13233,18072,13165,14414,16913,16715
14015,14752,13390,16496,15091,16732,17678,17081,17534,13899,17357
14016,13373,14600,16803,14651,13552,14100,15071,14496,13750,16769
14019,16284,14752,13489,14660,18200,14248,15360,14276,14280,17001
14020,16982,16560,16400,12981,13774,13558,14894,16574,16042,14081
14021,16696,13260,16012,16533,15265,16135,17991,13144,15813,14818
14022,16496,15386,17824,13483,18013,15773,16967,15245,16135,16333
14023,12830,15386,14494,16337,17100,16318,16966,17272,13934,17824
14024,16706,12990,13531,16986,13070,16468,17986,13242,13228,14566
14027,18080,13259,18185,15327,15280,13075,16102,14223,15261,14466
14029,16349,13390,14368,16697,14023,17253,15517,16461,17926,15556
14030,15940,17906,14085,13740,15269,14880,17894,15953,13263,15150
14031,14051,13663,12657,13544,15885,12989,13573,17291,14819,17453
14032,17898,15651,16884,13102,15514,17189,13091,17885,15091,14929
14034,17878,15472,15467,16149,13441,16322,16851,14975,17660,17549
14035,15944,14440,13929,13809,13962,15482,14693,16554,15186,16457
14036,13699,15565,14475,13186,17117,13781,13434,14210,14918,15535
14037,15333,12984,14537,15135,13177,14193,13763,16963,16281,15148
14038,15417,14680,13819,14389,18283,12557,16403,16458,12939,15950
14039,14054,13470,15909,14362,12690,17353,13260,15577,17831,15206
14040,15898,14753,15144,14659,18192,16125,16339,16685,17769,17230
14041,14657,12604,17227,12528,17795,16516,13247,12589,13826,17242
14044,13781,15973,12769,13838,15657,16584,17507,16527,13434,14552
14045,15224,12353,16627,13546,14789,14714,13239,12863,17455,13826
14046,12875,16377,15456,17846,16742,17414,13600,17461,13848,14865
14047,16996,17412,17058,18009,13192,16511,12956,16777,13297,14633
14048,13168,15263,18230,18125,18212,15722,17787,16494,14472,15195
14049,14291,17589,17365,14808,17839,12947,16644,17334,17994,12999
14050,13211,14889,12604,12676,16951,12619,12437,12356,12571,17180
14051,13767,14205,17081,14031,13544,17525,13756,15355,13049,18259
14052,14439,17621,16198,15344,15343,13110,15088,14474,16808,15111
14053,18013,16571,13279,15184,15789,16122,18210,16306,13506,14460
14054,13470,17353,17455,14039,14981,15216,17118,13277,16680,12976
14055,16163,15042,13877,14501,13865,17278,17923,16323,12945,16419
14056,15673,16712,16700,13384,16889,16205,15090,15527,14276,12700
14057,14800,16807,15382,16099,17589,15819,14291,13330,12678,17954
14059,12361,12390,12367,18151,12580,12565,12402,15057,13177,13720
14060,15494,17950,13657,17855,15047,15197,13692,17218,17839,17259
14062,17329,13544,17085,13060,13078,16779,17873,18230,17340,14738
14064,14462,16448,16449,16232,15046,13140,18170,12938,14174,16407
14066,17436,14957,17894,17957,15212,18246,18053,18044,13929,14098
14067,17926,16805,14828,14421,17995,17628,15143,17262,14865,17256
14068,14100,13272,17496,14823,17163,15460,15180,17796,14371,16125
14071,14629,17545,16260,16753,16367,12882,16594,13569,13544,13417
14073,15793,15803,18048,18084,17447,15010,16148,15668,14090,18113
14075,17674,16531,13318,12475,13743,17839,17010,18013,17272,15277
14076,18133,15567,17987,14798,15526,15261,16955,13308,17859,13344
14077,16697,14616,13185,16078,17412,15098,16746,12877,12593,14760
14078,16697,15041,17382,16478,13082,13085,17984,16881,18184,12908
14079,16495,16880,16349,13357,17499,16052,15985,13642,15709,12418
14080,14331,13918,12798,17381,14013,15308,16026,15228,14592,16139
14081,14625,14240,17251,12357,14592,15883,13933,16725,15707,15289
14082,12616,12361,12598,17791,12372,12670,13085,15435,12489,12564
14083,17898,17926,16823,13310,16858,17042,16018,18014,14662,14077
14085,17015,17406,17990,14525,17576,13527,17894,13050,16750,16871
14087,14132,16531,13115,15948,13532,18022,12571,16983,12546,12474
14088,12359,12640,14040,12747,18016,18102,17115,16782,16725,15373
14089,16698,13121,12922,16951,13035,16198,12643,17042,12676,16948
14090,16148,14090,18113,15488,14117,14642,17347,13403,16976,16363
14092,15382,14146,16875,16700,15683,14418,17442,15251,17503,15518
14093,15517,17864,17251,17650,13298,18123,14578,16480,13416,14608
14096,12748,14911,17841,14606,17337,13576,15498,13078,13174,14954
14098,14957,15028,16681,15651,15568,12910,12723,17919,17306,16104
14099,13448,14051,17085,18230,15456,14062,17604,14738,17873,17990
14100,16339,14747,14068,17230,16529,15167,16059,17830,17239,16125
14101,12901,16681,17306,18099,12798,17936,12910,14762,17940,15342
14102,16189,13645,17639,13382,16928,15462,13160,14863,18237,13918
14104,17500,12881,17958,15895,13682,17142,18281,12884,17817,16801
14105,15236,16045,12669,15644,12868,15503,14299,12852,15057,15065
14107,16353,18185,16153,17501,13032,14051,15435,18086,14081,13341
14108,17924,16499,18066,15485,16229,16203,15220,17002,14116,16000
14109,15440,13434,16471,16356,16898,18220,15565,18213,16757,13992
14110,16458,14387,14577,14489,14680,17669,18177,17031,15078,13515
14111,16405,14332,16773,16804,15753,16404,14618,16554,17044,15180
14112,17669,14409,12822,17454,12826,17459,16458,14680,15417,14389
14113,15434,14647,16048,14142,13607,14578,16204,15625,18220,15312
14114,18281,12491,12458,15918,12488,13529,13058,12498,12564,14149
14116,13718,15606,16361,16203,16042,14125,14108,12452,16499,13403
14117,17347,17896,18113,16148,14090,15668,15488,16976,13094,15753
14119,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
14121,14427,17555,12925,17010,14904,17286,14023,14856,12438,16759
14124,14997,14002,14414,15419,13189,13678,16969,13366,16482,16948
14125,13196,16613,12452,14146,14116,16042,13635,12478,12701,16313
14126,18142,14339,18150,16613,18261,17880,13657,14684,13984,15759
14127,13562,16835,13227,13242,14477,13487,16036,13689,13070,12990
14128,15594,18053,13867,13379,13697,13352,13011,14174,18084,12508
14129,16203,18142,15348,13325,14946,13328,14248,14393,16037,16499
14130,12845,12866,15422,12709,14541,13130,17438,13232,12878,16889
14132,15948,14286,18013,15386,18150,18142,13588,15358,13483,17365
14133,14499,12739,16572,15057,16610,17388,14727,18093,16791,15210
14135,15240,14913,13211,17446,14647,15434,14948,17553,13930,14290
14138,15158,18156,13323,14371,14498,16595,12828,16400,15350,17864
14139,14488,13743,13639,13635,15429,16966,17855,13108,17480,17919
14140,14262,15414,12508,13669,16337,15274,17489,15539,13621,16378
14141,13186,13434,14793,15195,13560,14967,15634,17434,16352,18164
14142,13083,16603,16048,15419,17960,14813,13533,17947,13483,13108
14143,17788,18042,13085,15492,13932,18066,16656,15110,17708,15380
14145,15442,12917,14155,18240,13551,15355,16565,18277,12358,17464
14146,14092,13880,16042,16480,14360,17301,15730,14125,15228,17218
14147,16765,15703,12873,14962,17217,15171,17075,15199,18056,14479
14148,16144,17331,14199,13006,13144,17408,17991,14536,12603,15888
14149,12733,15226,13863,14114,17325,12931,16427,17267,12831,14012
14150,13194,16319,13147,15649,15680,16679,15803,16563,15949,15198
14152,17111,12928,15679,16628,15222,13283,13686,14282,16685,12950
14154,15057,13730,13418,16842,15866,12610,16499,16249,16889,17731
14155,14145,15442,12917,18240,13207,13551,13494,17464,16565,15355
14156,17735,13552,16240,13647,13373,13344,18065,15791,16180,16014
14157,15612,13697,13323,13884,14608,13065,13560,15180,14371,17163
14158,13974,16536,18084,14312,15744,15572,16504,14146,15690,13431
14159,15861,18283,13571,15005,15719,17651,13028,16813,16843,16549
14161,13562,15088,13065,16456,18065,14448,15355,14515,16523,13321
14162,15262,14217,16587,16775,13827,14245,17360,14633,17114,16814
14163,14145,15442,16036,17134,18240,16838,12917,12965,13514,13011
14164,17785,14585,16400,12893,16506,12824,14332,18194,15103,18126
14165,16623,17245,13161,15854,14247,18240,13929,13514,17616,15713
14167,13682,12355,14995,15895,17958,16527,17828,12725,12353,17134
14171,13568,16059,13763,12484,16613,18122,16499,16014,15612,17712
14173,14332,15882,17344,17346,17289,15881,16260,14723,17345,16338
14174,12831,13427,15186,16517,16610,15046,14530,16449,15472,15262
14175,14629,12657,14360,17372,16053,15500,17047,17728,14562,16504
14176,17239,13885,13225,16757,15195,14348,17486,17837,15415,16527
14177,17361,13955,15493,17134,15812,13623,16814,17460,17124,17704
14178,17272,15429,14139,14204,14291,15993,14609,13518,15840,13635
14179,16071,16379,13838,17088,16426,13598,15167,13558,16121,13560
14180,14823,14573,14442,12584,14527,12764,17634,17114,12942,14758
14184,13212,14661,16902,16709,14660,16011,13573,15969,14897,14702
14185,15257,16500,16027,13705,14973,16838,16723,14180,14553,16536
14188,14489,15417,17594,17031,14389,13791,16272,18177,16748,12551
14189,17503,17015,14739,16931,13159,16333,14352,16203,13712,14408
14191,16187,17594,16272,13791,17031,16748,14188,14700,18177,14887
14193,14037,15754,18261,13763,16126,16455,16106,12948,16139,15333
14194,17675,13319,14842,16367,13871,14276,14004,13647,15615,16210
14195,17969,17128,17763,17715,17123,17262,15035,16349,14368,17962
14196,14423,14548,14987,18058,17616,13888,12821,15247,16412,15428
14198,13267,17691,15743,14732,18164,14759,17245,16554,16275,15343
14199,16144,17331,13144,17991,14148,17408,15888,13006,12603,13260
14201,12617,15457,16450,17122,17298,18050,17222,16918,16942,15178
14204,16430,15350,18181,14178,16960,15863,14868,18042,12712,18043
14205,16260,14051,17525,14647,14434,17534,17513,14628,13933,13587
14206,16306,16967,12999,13743,18172,15806,16531,18013,14776,17334
14208,13296,13103,14501,15497,13962,15197,16387,16157,17911,17742
14209,13929,17114,14804,14217,13888,15262,15071,14584,12942,17742
14210,14870,13183,16533,13434,16143,15780,14243,16216,17507,17634
14211,15406,16456,18158,17174,15796,15598,16825,15708,16007,16523
14212,13819,17051,13791,17160,15372,13470,16450,14828,13686,14489
14213,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
14214,15683,16128,17985,17190,14841,13871,14426,14388,15819,17040
14215,16189,13917,15462,16811,13810,15839,14150,15740,13988,16869
14216,17169,16557,13236,16554,14618,14035,17640,16497,14440,16081
14217,14823,14209,14242,12942,17742,13067,15262,16449,16587,14804
14218,16458,13070,12551,12990,13643,15043,18149,16986,14273,18177
14219,14295,14821,16048,16215,15010,16574,14480,14640,15453,15364
14220,15397,16584,14976,14699,15520,14504,16356,17515,14584,13405
14221,13888,14530,13382,14312,15453,17122,13627,18237,16175,13149
14222,16834,13425,16187,12935,18064,13722,15732,18283,14276,15417
14223,18248,15780,18185,13186,15227,16837,13006,13933,14245,14502
14224,15004,14818,16647,16012,18093,17965,15530,14998,13673,16023
14226,18092,12885,16803,17672,15410,15228,14712,18242,13260,15122
14227,15218,16091,14489,13571,13647,15622,14231,13577,12935,14110
14229,17058,15093,15073,18173,15643,12956,17140,14400,14280,17515
14231,15796,16091,16788,17574,15955,14001,14489,17229,14227,14239
14232,15106,13268,14775,16218,13434,15434,17085,17656,14997,17256
14233,13138,17636,15275,13348,15677,15653,13558,15844,17633,16963
14234,16149,13565,16380,13213,13040,15472,15754,14801,14034,15949
14235,13883,18226,15622,14239,16057,17058,15648,14242,12853,15643
14236,16078,13185,15098,14616,14760,13027,15147,18185,17446,17628
14237,13062,17549,13169,15100,16462,13948,12795,12734,13854,15168
14238,17347,14117,17268,16148,18113,14090,15668,17896,15488,16976
14239,14755,18192,14824,17115,16788,14709,16200,16942,13634,15796
14240,15010,14081,13884,15687,13049,13021,16554,17430,14673,13908
14241,17628,14642,12436,15447,18185,13759,16256,18146,13027,17483
14242,14747,17830,13637,15704,14353,14217,16587,12831,16525,17115
14243,15780,13884,17214,14517,14210,14600,13168,17230,13929,16059
14245,17131,15704,14162,13952,14210,13725,13740,12779,14217,12428
14246,15281,17120,15246,13657,13192,16174,12955,15095,16803,16040
14247,14693,14500,17580,16623,13809,14423,13929,13161,12556,18190
14248,18142,18042,17618,13743,16966,17880,13450,18150,14331,15068
14250,17426,14676,13384,14842,18283,17160,13761,16360,16945,16108
14251,17010,16463,16042,15948,15386,13196,16318,14885,16253,17510
14256,12582,13341,12506,14411,17668,12642,13038,13043,14998,17204
14257,15845,17677,15732,16370,16126,15838,14817,16030,18283,14112
14258,17454,12945,16370,13751,14970,14709,17115,16456,16398,17677
14259,14300,17941,16017,15754,12617,16106,15230,17603,16581,15820
14261,13245,15664,14857,13282,15836,15865,14755,15658,16174,13396
14262,12518,14140,14291,16318,16042,14132,14286,18022,12438,13503
14264,15652,14479,13833,17262,12897,15623,17351,13261,14600,12834
14265,13589,16601,17084,15578,15919,16147,14434,13587,16041,17973
14267,14873,18205,16211,16278,13038,17668,16572,12644,16573,12863
14270,15353,14948,14573,18250,14823,15223,18203,18185,15346,12764
14271,18255,16617,17616,15775,16457,14959,15938,13427,16610,18058
14272,16181,13571,17557,14495,17651,17514,16183,14881,13461,16468
14273,13070,16997,16272,12990,13242,12551,15043,14477,15032,14566
14276,14888,13590,13689,13791,17160,16099,14489,17229,14745,17031
14277,16943,12403,12521,14690,16222,15007,12379,15245,12670,16406
14280,14229,14542,16619,16344,13405,15347,16217,15397,12994,13489
14282,18177,17031,15032,14489,13791,16748,12551,14273,12950,15178
14284,15758,13323,14371,13522,17163,15180,13017,14578,18092,13416
14285,15075,14360,12886,15516,15611,17480,17350,13878,14585,13897
14286,15358,14132,14291,15948,13588,17365,16463,16042,13196,14262
14287,17079,16174,16927,17923,16323,15523,14642,16999,13085,16318
14288,13260,17991,15909,17831,15206,13144,15669,17883,16214,13244
14289,13484,15705,17830,13261,13417,17018,14978,12974,14589,17374
14290,13994,15482,14894,17496,17081,14793,13929,17731,16732,13049
14291,16042,17839,14049,17334,14286,13196,14262,12684,15382,13662
14292,14644,16214,16114,12853,15251,15674,12560,15122,17738,13324
14293,17676,13652,12928,13093,18085,15117,18178,16628,14081,17091
14295,15350,16048,12791,14821,14813,16430,16248,18006,18209,14219
14297,15597,14784,15017,12944,17921,17569,15127,14944,18053,14908
14298,14046,12875,14349,13165,14626,14387,15234,15674,14911,14547
14299,13895,12540,14105,16480,16135,14022,16652,18065,16114,17002
14300,14259,16423,17052,16025,12919,17855,13639,13774,13897,17603
14301,13533,12353,15224,17582,12794,13153,17180,12358,12528,12863
14304,17374,15625,17091,15092,14352,17438,13658,17018,15705,16987
14305,16455,13974,13914,14852,16561,13373,13138,16400,13709,16139
14306,15553,13853,13260,15909,15646,16696,14360,15304,17991,12991
14307,14139,14285,13639,12886,16491,15061,15197,15500,16333,13754
14309,13370,13669,12463,16170,12906,17301,16709,14592,14951,12427
14311,14693,13809,17848,17408,16756,15262,17035,14247,16552,16146
14312,14530,18160,16554,14422,16851,13886,16200,15597,14487,13787
14314,14206,17042,12999,14776,13330,17531,16967,14631,16841,14997
14315,15747,16609,13643,15417,17031,13070,14477,12990,14566,16351
14317,16848,14585,17350,15075,15981,15930,16164,16758,14581,13897
14320,17180,17507,15327,17048,15780,18146,14798,13080,18241,15236
14321,14913,13165,16368,13169,13939,14314,15164,17172,14157,12556
14323,13260,14853,14338,17501,16696,15909,17819,17991,16012,15095
14326,17601,14339,15488,16344,14642,14090,16148,18113,15668,16117
14327,16856,18194,17616,14641,18126,12938,17122,13960,15793,15692
14329,16942,17049,16242,13658,17716,13558,15640,16458,16367,14691
14331,18150,13450,18142,15308,15348,14248,18136,13177,15135,13422
14332,17345,14673,14173,16658,15602,17767,16136,18126,15010,17785
14333,15473,16497,15070,13897,14285,13572,15482,15075,14834,16747
